customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3758-CKOQL,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,59,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),107,6152.3
0322-CHQRU,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,45.35,89.5
5676-CFLYY,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,71,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),73.35,5154.5
7521-AFHAB,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,5,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,44.8,220.45
0285-INHLN,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,27,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),54.75,1510.3
4678-DVQEO,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,52.2,52.2
5125-CNDSP,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,63,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),40.6,2588.95
0691-IFBQW,Churning,Female,Senior,NoPartner,NoDependents,46,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,110,4874.8
4992-LTJNE,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),55.3,3983.6
2202-OUTMO,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,34,PhoneService,MultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),60.85,2003.6
0810-BDHAW,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,24,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,NoPaperlessBilling,Electronic check,78.4,1832.4
0229-LFJAF,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),69.65,4908.25
7131-ZQZNK,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,60,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),59.85,3590.2
3442-ZHHCC,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,68,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),76.9,5023
5726-CVNYA,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,8,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Mailed check,19.85,146.6
9871-ELEYA,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,34,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),67.65,2339.3
4257-GAESD,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,6,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,NoPaperlessBilling,Credit card (automatic),45,298.7
5173-WXOQV,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,2,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Mailed check,64.2,143.65
2040-OBMLJ,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,31,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),81.7,2548.65
6286-ZHAOK,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,20,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Bank transfer (automatic),25.55,507.4
3807-XHCJH,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,1,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Electronic check,20,20
3009-JWMPU,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,62,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,96.75,6125.4
5671-RQRLP,NonChurning,Female,Senior,Partner,NoDependents,70,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),75.65,5411.4
1450-GALXR,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,10,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,98.5,1058.25
8859-AXJZP,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,39,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Mailed check,23.8,903.8
3174-AKMAS,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,46,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),64.2,3009.5
3138-BKYAV,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,6,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,85.35,489.45
9926-PJHDQ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),76.8,5468.45
7382-DFJTU,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,18,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Credit card (automatic),55.2,1058.1
2798-NYLMZ,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,71,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),108.55,7616
4289-DTDKW,Churning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,40,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,101.3,4113.1
1820-TQVEV,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,69.55,69.55
2239-JALAW,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,58,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),103.25,6017.65
4853-RULSV,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,70,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),104,7250.15
8098-TDCBU,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,42,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Electronic check,25.25,1108.2
3551-GAEGL,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,34,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Bank transfer (automatic),30.4,938.65
4785-NKHCX,NonChurning,Male,Senior,NoPartner,NoDependents,5,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Bank transfer (automatic),20.05,94.15
3196-NVXLZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,25,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,84.6,2088.05
6275-YDUVO,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Mailed check,86.2,178.7
0036-IHMOT,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,55,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Bank transfer (automatic),103.7,5656.75
0115-TFERT,Churning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,21,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,111.2,2317.1
4178-EGMON,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,70,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Credit card (automatic),88,5986.45
4220-TINQT,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,61,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,106.35,6751.35
5318-YKDPV,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,43,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),79.15,3566.6
7975-TZMLR,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,47,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,103.1,4889.3
0295-QVKPB,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),63.95,318.1
4335-BSMJS,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,62,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Credit card (automatic),25.8,1563.95
2311-QYMUQ,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,16,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),89.45,1430.25
3643-AHCFP,Churning,Male,Senior,Partner,NoDependents,7,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),95.6,644.35
9146-JRIOX,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,14,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,25.55,372.45
3104-OWCGK,Churning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,60,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Electronic check,90.95,5453.4
5337-IIWKZ,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,34,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,44.85,1442.6
9101-BWFSS,Churning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,50,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,One year,NoPaperlessBilling,Electronic check,108.55,5610.7
9650-VBUOG,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,38,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Credit card (automatic),25.05,963.95
3487-EARAT,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,70,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),74.1,5222.3
2672-TGEFF,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,37,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,88.8,3340.55
9231-ZJYAM,Churning,Female,Senior,NoPartner,NoDependents,4,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,78.85,292.8
4250-WAROZ,NonChurning,Male,Senior,Partner,Dependents,60,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,93.25,5774.55
8184-WMOFI,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,62,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,StreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),71.4,4487.3
6982-SSHFK,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Mailed check,44.4,44.4
6092-QZVPP,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,36,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),79.2,2854.95
4625-LAMOB,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,44,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Credit card (automatic),20.4,905.55
0727-BMPLR,Churning,Female,Senior,NoPartner,NoDependents,55,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,100,5509.3
0392-BZIUW,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),105,7589.8
1038-ZAGBI,Churning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,12,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Bank transfer (automatic),19.8,229.6
6549-NNDYT,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,13,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Bank transfer (automatic),30.85,394.1
3027-ZTDHO,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,89.9,89.9
0422-OHQHQ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,15,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Mailed check,20.55,295.95
6916-HIJSE,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,65,PhoneService,NoMultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),84.85,5459.2
2316-ESMLS,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,12,NpPhoneService,No phone service,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Credit card (automatic),33.15,444.75
9778-OGKQZ,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),92,6782.15
7408-OFWXJ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),89.8,6510.45
6007-TCTST,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,Dependents,72,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),115.8,8476.5
2252-NKNSI,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,52,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Mailed check,85.15,4461.85
8713-IGZSO,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,2,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,NoPaperlessBilling,Mailed check,24.85,62
7905-TVXTA,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,PhoneService,NoMultipleLines,DSL,OnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,64.35,352.65
7695-PKLCZ,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,68,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Credit card (automatic),20.5,1424.9
2382-BCKQJ,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,Dependents,62,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Electronic check,100.15,6413.65
8374-UULRV,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,72,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Credit card (automatic),86.05,6309.65
2207-NHRJK,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,1,PhoneService,NoMultipleLines,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,NoPaperlessBilling,Electronic check,50.8,50.8
3224-DFQNQ,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,66,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,OnlineBackup,NoDeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,One year,NoPaperlessBilling,Electronic check,89,5898.6
5275-PMFUT,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,72,NpPhoneService,No phone service,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Two year,PaperlessBilling,Credit card (automatic),64.8,4719.75
4795-UXVCJ,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,26,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NoPaperlessBilling,Credit card (automatic),19.8,457.3
9777-IQHWP,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,64,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),93.4,5822.3
0947-MUGVO,Churning,Male,Senior,Partner,NoDependents,20,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Electronic check,73.65,1463.5
9944-HKVVB,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,3,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,95.1,307.4
4124-MMETB,Churning,Male,"NonSeniorCitizen
Senior",NoPartner,NoDependents,22,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Credit card (automatic),94.65,2104.55
3671-SHRSP,Churning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,4,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,NoStreamingTV,NoStreamingMovies,Month-to-month,PaperlessBilling,Mailed check,80.6,319.15
0979-MOZQI,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,62,NpPhoneService,No phone service,DSL,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),39,2337.45
2732-ISEZX,NonChurning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,5,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PaperlessBilling,Mailed check,20.5,104.3
3313-QKNKB,Churning,Male,"NonSeniorCitizen
Senior",Partner,NoDependents,59,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,NoDeviceProtection,NoTechSupport,NoStreamingTV,StreamingMovies,One year,NoPaperlessBilling,Electronic check,85.55,5084.65
0323-XWWTN,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,3,PhoneService,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,PaperlessBilling,Mailed check,26.4,121.25
1937-OTUKY,NonChurning,Female,"NonSeniorCitizen
Senior",Partner,NoDependents,72,PhoneService,MultipleLines,Fiber optic,OnlineSecurity,NoOnlineBackup,DeviceProtection,TechSupport,StreamingTV,NoStreamingMovies,Two year,PaperlessBilling,Bank transfer (automatic),98.2,7015.9
1573-LGXBA,NonChurning,Male,"NonSeniorCitizen
Senior",Partner,Dependents,57,PhoneService,NoMultipleLines,Fiber optic,NpOnlineSecurity,OnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,One year,PaperlessBilling,Credit card (automatic),97.55,5598
1764-VUUMT,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,66,PhoneService,NoMultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NoPaperlessBilling,Credit card (automatic),19.95,1269.1
5073-WXOYN,Churning,Female,"NonSeniorCitizen
Senior",NoPartner,NoDependents,60,NpPhoneService,No phone service,DSL,NpOnlineSecurity,OnlineBackup,NoDeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Month-to-month,PaperlessBilling,Electronic check,50.8,3027.4
4713-ZBURT,NonChurning,Male,"NonSeniorCitizen
Senior",NoPartner,Dependents,45,PhoneService,MultipleLines,Fiber optic,NpOnlineSecurity,NoOnlineBackup,DeviceProtection,NoTechSupport,StreamingTV,StreamingMovies,Two year,NoPaperlessBilling,Bank transfer (automatic),99.7,4634.35
