movie_id,original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
1339,The Secret of Moonacre,7070330,12000000,12.01334,15,en,1,0,0,0,0,0,0,2008-09-06,2008,9,36,7,103,10,Intermediate,1,0,26,3,1,1,1,0,0,19,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,6,269380294,470490832,2,1,3,1,2,189652597,NULL,1,0,2,0,1,66061224,NULL,4,0,11,0,2,7070330,0,NULL,0,34574058.6,0,312242626,0
1340,?????,4588176,6000000,1.822246,16,ru,0,0,0,0,1,0,0,2012-04-05,2012,4,14,5,99,10,Intermediate,0,0,11,3,1,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2330588,NULL,0,0,2,0,2,10054301,NULL,0,0,5,0,2,25669501,NULL,0,0,6,0,2,4588176,0,NULL,0,4588176,0,NULL,0
1341,Ghost Ship,68349884,35000000,13.955376,11,en,1,0,0,0,0,0,0,2002-10-25,2002,10,43,6,91,9,Intermediate,0,3,105,3,5,12,16,0,0,20,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,43281945,12532256,1,0,11,2,2,105075016,NULL,1,0,5,0,1,72917992,NULL,1,0,3,0,2,68349884,0,NULL,0,114101544,5,62788218,0
1342,The Vow,196114570,30000000,9.524298,14,en,1,0,0,0,0,0,0,2012-02-05,2012,2,6,1,104,10,Intermediate,0,6,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,102107552,28486530,6,1,10,4,1,120939085,161751394,8,4,12,4,2,213110568,NULL,4,0,7,0,2,196114570,1,NULL,0,185013383,6,NULL,0
1343,Krigen,1113277,0,4.749622,9,da,0,0,0,0,0,0,0,2015-09-10,2015,9,37,5,115,12,Intermediate,0,0,27,1,1,4,4,0,0,3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142377231,142377231,2,2,3,3,2,102853647,1113277,1,0,2,1,1,1113277,0,1113277,0,1113277,0,1113277,0
1344,Action Jackson,20256975,7000000,14.054862,19,en,1,0,0,0,0,0,0,1988-02-12,1988,2,7,6,96,10,Intermediate,0,16,7,1,1,0,2,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98521054,NULL,3,0,7,0,0,134647025,7227038,2,0,6,1,2,23005630,NULL,0,0,2,0,1,14743188,0,NULL,0,84076274,11,62788218,0
1345,The Locusts,10082,0,0.53204,11,en,1,0,0,0,0,0,0,1997-10-03,1997,10,40,6,124,12,Long,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,90493281,NULL,1,0,4,0,1,11452172,NULL,0,0,4,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10082,0,NULL,0,NULL,NULL,NULL,NULL
1346,Lone Survivor,149295601,40000000,10.855502,47,en,1,0,0,0,0,0,0,2013-12-24,2013,12,52,3,121,12,Long,1,5,48,3,1,3,2,0,0,34,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,165462924,178496473,14,5,18,7,2,268832522,149295601,3,1,3,1,2,50441437,149295601,2,1,8,1,2,102073171,3,107211375,2,109461847,2,135990960.4,1
1347,East of Eden,5,1,6.42883,63,en,1,0,0,0,0,0,0,1955-03-09,1955,3,11,4,115,12,Intermediate,0,10,25,2,4,4,3,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,NULL,0,0,1,0,0,6000003,NULL,0,0,2,0,1,5,NULL,0,0,1,0,2,5800002,0,NULL,0,5,0,NULL,0
1348,Zookeeper,169852759,80000000,11.341084,22,en,1,0,0,0,0,0,0,2011-07-06,2011,7,28,4,102,10,Intermediate,0,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,205886104,274820430,6,3,7,3,2,59032703,21601152,3,0,12,2,1,165665154,534794343,14,2,21,2,2,150801891,4,123494610,1,NULL,NULL,NULL,NULL
1349,Orca: The Killer Whale,14717854,6000000,5.253453,11,en,1,0,0,0,0,0,0,1977-07-22,1977,7,30,6,92,9,Intermediate,0,5,12,3,1,0,1,0,0,2,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,130354966,NULL,2,0,9,0,2,23524217,NULL,1,0,5,0,1,22554668,NULL,0,0,3,0,2,19858927,0,NULL,0,14717854,0,NULL,0
1350,Anonymous,15395087,30000000,13.413895,78,en,1,0,0,0,0,0,0,2011-10-21,2011,10,43,6,130,13,Long,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,168411407,90565421,2,1,5,1,2,83411675,18695718,1,0,5,2,2,121482213,31276558,2,1,10,5,2,121737375,2,102777206,1,NULL,NULL,NULL,NULL
1351,The Comedians,5200000,0,2.86317,13,en,1,0,0,0,0,0,0,1967-10-31,1967,10,44,3,152,15,Long,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40575000,NULL,1,0,4,0,2,29300000,NULL,1,0,4,0,1,12867531,NULL,0,0,5,0,2,5200000,0,NULL,0,NULL,NULL,NULL,NULL
1352,Pulse,29907685,38000000,10.307277,15,en,1,0,0,0,0,0,0,2006-08-11,2006,8,32,6,90,9,Intermediate,0,5,9,2,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,270474056,513634661,1,1,4,2,1,29907685,NULL,0,0,1,0,2,95768329,22456509,2,0,4,1,1,29907685,0,NULL,0,NULL,NULL,NULL,NULL
1353,Turbulence,11466088,55000000,5.304043,45,en,1,0,0,0,0,0,0,1997-01-09,1997,1,2,5,100,10,Intermediate,0,6,32,1,2,8,1,0,0,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,60972917,12670532,5,0,17,3,2,130092301,NULL,2,0,4,0,1,102945547,119983978,9,2,16,4,2,11466088,0,NULL,0,60410988,1,133718711,0
1354,Love & Other Drugs,102820008,30000000,7.575696,21,en,1,0,0,0,0,0,0,2010-11-22,2010,11,48,2,112,11,Intermediate,0,7,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,90330827,116340281,5,1,8,2,2,311294147,500188435,6,1,7,1,1,65687917,15099702,5,0,15,3,2,115567617,4,NULL,0,NULL,NULL,NULL,NULL
1355,2:22,422,0,37.484577,16,en,1,0,0,0,0,0,0,2017-06-29,2017,6,26,5,99,10,Intermediate,0,0,7,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,23328641,21968225,0,0,4,3,2,88832416,99892158,4,3,7,4,1,8381704,6043910,0,0,4,3,2,422,0,422,0,42125728,1,422,0
1356,Memoirs of a Geisha,162242962,85000000,7.680762,21,en,1,0,0,0,0,0,0,2005-12-06,2005,12,50,3,145,15,Long,0,6,15,2,1,3,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,191215167,64076736,2,0,3,1,1,163018736,NULL,2,0,2,0,1,210132598,NULL,2,0,2,0,1,603978382,2,NULL,0,154224243.7,3,385210246,0
1357,Lost in the Sun,25000,25000,3.985181,6,en,1,0,0,0,0,0,0,2015-11-05,2015,11,45,5,95,10,Intermediate,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,388336592,234187094,6,2,9,3,2,25000,25000,0,0,1,1,2,25000,0,25000,0,NULL,NULL,NULL,NULL
1358,The Satanic Rites of Dracula,544476,0,2.067929,16,en,1,0,0,0,0,0,0,1973-11-03,1973,11,44,7,87,9,Short,0,5,10,1,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,443733137,NULL,7,0,13,0,2,544476,NULL,0,0,1,0,2,544476,NULL,0,0,1,0,2,544476,0,NULL,0,544476,0,NULL,0
1359,Stir Crazy,101300000,0,6.481464,16,en,1,0,0,0,0,0,0,1980-12-12,1980,12,50,6,111,11,Intermediate,0,4,14,1,2,2,1,0,0,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56782492,NULL,2,0,5,0,2,62521279,NULL,2,0,4,0,2,53250000,NULL,1,0,2,0,2,101300000,1,NULL,0,101300000,1,NULL,0
1360,Empire State,3639345,11000000,9.003792,19,en,1,0,0,0,0,0,0,2013-09-03,2013,9,36,3,94,9,Intermediate,0,2,50,1,3,5,6,0,0,8,0,6,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,225135869,225135869,1,1,3,3,2,205712494,421897058,9,3,15,5,2,16324484,29628491,1,1,6,3,1,1882748,0,1882748,0,15297659.8,0,9107020.3,0
1361,American Warships,1000000,0,3.985291,7,en,1,0,0,0,0,0,0,2012-05-15,2012,5,20,3,90,9,Intermediate,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,36857209,NULL,0,0,5,0,2,98521054,NULL,3,0,7,0,0,1000000,NULL,0,0,1,0,1,1000000,0,NULL,0,NULL,NULL,NULL,NULL
1362,?????????? «????????»,45100,0,12.912845,23,ru,0,0,0,0,1,0,0,1925-12-24,1925,12,52,5,75,8,Short,0,13,20,3,7,1,1,0,0,3,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,45100,NULL,0,0,1,0,2,45100,NULL,0,0,1,0,0,45100,NULL,0,0,1,0,2,45100,0,NULL,0,NULL,NULL,NULL,NULL
1363,Hannah Montana: The Movie,155545279,35000000,6.332878,15,en,1,0,0,0,0,0,0,2009-04-10,2009,4,15,6,102,10,Intermediate,0,9,41,4,1,8,1,0,0,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5,509480710,863416141,2,1,2,1,1,87831309,NULL,1,0,2,0,2,155545279,NULL,1,0,1,0,1,101078622,3,1124445,0,155545279,1,NULL,0
1364,All Night Long,10000000,0,0.708186,9,en,1,0,0,0,0,0,0,1981-03-06,1981,3,10,6,87,9,Short,0,2,11,1,1,1,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,74321861,NULL,7,0,19,0,2,68069366,NULL,1,0,3,0,0,32495344,101134059,1,1,4,1,1,10000000,0,NULL,0,62191593.5,1,NULL,0
1365,Celda 211,19300483,5700000,8.075698,25,es,0,0,1,0,0,0,0,2009-11-06,2009,11,45,6,110,11,Intermediate,0,10,38,3,4,2,2,0,0,12,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,65071218,12118661,1,0,3,1,2,19300483,NULL,0,0,1,0,2,19300483,NULL,0,0,1,0,2,19300483,0,NULL,0,29002792,0,NULL,0
1366,The Canyons,56825,250000,4.281631,18,en,1,0,0,0,0,0,0,2013-07-29,2013,7,31,2,99,10,Intermediate,0,17,32,1,1,2,1,0,0,10,0,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,80920910,39217785,4,1,8,2,1,56825,56825,0,0,1,1,2,40053295,56825,1,0,2,1,2,279792,0,56825,0,111050,0,56825,0
1367,Tracers,593683,11000000,9.056173,21,en,1,0,0,0,0,0,0,2015-01-15,2015,1,3,5,94,9,Intermediate,0,6,21,4,1,3,1,0,0,8,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113545446,593683,1,0,2,1,1,372749912,593683,3,0,4,1,2,593683,0,593683,0,163951305,3,114724404.3,2
1368,The Trouble with Harry,7000000,1200000,6.486117,14,en,1,0,0,0,0,0,0,1955-10-03,1955,10,41,2,99,10,Intermediate,0,7,18,2,2,4,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,7000000,NULL,0,0,1,0,2,24442667,NULL,0,0,3,0,2,71711107,188133322,1,1,3,1,1,11424105,0,NULL,0,12198977,0,NULL,0
1369,3 Strikes,9000000,6000000,0.651625,13,en,1,0,0,0,0,0,0,2000-03-01,2000,3,10,4,82,8,Short,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9000000,NULL,0,0,1,0,2,9000000,NULL,0,0,1,0,1,42990913,NULL,1,0,6,0,2,9614666,0,NULL,0,NULL,NULL,NULL,NULL
1370,???? ?,49000000,8000000,7.030308,11,ko,0,0,0,0,0,0,0,2011-08-10,2011,8,33,4,122,12,Long,0,2,13,1,1,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,49000000,NULL,0,0,1,0,2,49000000,NULL,0,0,1,0,1,49000000,NULL,0,0,1,0,0,49000000,0,NULL,0,49000000,0,NULL,0
1371,The Women,50007546,16000000,6.62363,11,en,1,0,0,0,0,0,0,2008-09-12,2008,9,37,6,114,11,Intermediate,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,65063747,79799880,5,1,10,1,1,50007546,NULL,0,0,1,0,1,89515317,350006,3,0,8,1,1,50007546,0,NULL,0,NULL,NULL,NULL,NULL
1372,Thumbsucker,1919197,0,5.884228,8,en,1,0,0,0,0,0,0,2005-01-23,2005,1,5,1,96,10,Intermediate,0,12,18,2,1,3,1,0,0,7,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26294312,97542952,1,1,4,1,2,147726409,57576979,6,2,12,4,1,39964043,80146842,4,4,12,5,2,3626062,0,NULL,0,14745366,0,53956933,0
1373,Django,17277,0,4.891638,9,it,0,0,0,0,0,1,0,1966-04-05,1966,4,15,3,93,9,Intermediate,0,6,12,3,1,1,1,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,152010615,8574339,1,0,4,1,2,17277,NULL,0,0,1,0,2,17277,NULL,0,0,1,0,0,17277,0,NULL,0,17277,0,NULL,0
1374,Stolen,2106557,35000000,7.759429,13,en,1,0,0,0,0,0,0,2012-05-17,2012,5,20,5,96,10,Intermediate,0,3,13,1,1,2,1,0,0,5,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,94502167,21388195,9,0,22,2,2,3503495,NULL,0,0,5,0,1,80191319,NULL,4,0,9,0,1,67627739,1,NULL,0,10177172.3,0,4187,0
1375,Marvin's Room,12803305,23000000,5.307984,18,en,1,0,0,0,0,0,0,1996-12-18,1996,12,51,4,98,10,Intermediate,0,6,43,1,3,8,11,0,0,5,0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163473310,351634732,6,1,12,3,1,62993188,32452687,6,0,16,2,1,116122301,532950503,4,1,9,1,2,12803305,0,NULL,0,82423275.7,4,37688534,0
1376,Never Back Down,41627431,20000000,14.753931,16,en,1,0,0,0,0,0,0,2008-03-04,2008,3,10,3,115,12,Intermediate,0,15,66,1,3,10,16,0,0,6,0,7,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41627431,NULL,0,0,1,0,2,37728338,NULL,1,0,5,0,1,89702812,162360636,3,1,4,1,2,51163716,0,60700000,0,26949452.5,0,30127963,0
1377,Lady Macbeth,923,0,9.732026,10,en,1,0,0,0,0,0,0,2017-01-20,2017,1,3,6,89,9,Short,0,10,16,1,1,2,1,0,0,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,923,923,0,0,1,1,1,737366,737366,0,0,2,2,0,923,923,0,0,1,1,0,923,0,923,0,923,0,923,0
1378,The Princess Diaries,165335153,37000000,7.387171,85,en,1,0,0,0,0,0,0,2001-08-03,2001,8,31,6,115,12,Intermediate,0,9,10,2,1,1,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,311294147,500188435,6,1,7,1,1,75729062,NULL,4,0,7,0,1,109769007,NULL,3,0,4,0,1,113707282,3,48418160,0,118162119,2,NULL,0
1379,Running with Scissors,6754898,12000000,4.926507,16,en,1,0,0,0,0,0,0,2006-10-27,2006,10,43,6,116,12,Intermediate,0,8,28,2,2,4,3,0,0,8,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89515317,350006,3,0,8,1,1,94302578,243637091,7,1,18,1,2,31274964,NULL,0,0,3,0,2,105674457,1,NULL,0,28913640.2,0,241970502,0
1380,Auf der anderen Seite,17804565,3800000,10.083019,7,de,0,0,0,1,0,0,0,2007-09-27,2007,9,39,5,122,12,Long,0,11,28,1,1,5,5,0,0,5,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17804565,NULL,0,0,1,0,0,17804565,NULL,0,0,1,0,2,17804565,0,NULL,0,17804565,0,NULL,0
1381,???????,1600000,325000,0.867549,11,ta,0,0,0,0,0,0,0,2016-02-04,2016,2,6,5,118,12,Intermediate,0,5,12,3,1,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3800000,1600000,0,0,2,1,2,1600000,1600000,0,0,1,1,1,3800000,0,1600000,0,1600000,0,1600000,0
1382,Some Like It Hot,25000000,2883848,11.845107,44,en,1,0,0,0,0,0,0,1959-03-18,1959,3,12,4,122,12,Long,0,12,40,4,3,2,7,0,0,6,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10440866,NULL,0,0,4,0,1,21187144,NULL,0,0,9,0,2,25252016,NULL,0,0,7,0,2,7000000,0,NULL,0,11225000,0,NULL,0
1383,The Disappearance of Alice Creed,867714,800000,7.271526,3,en,1,0,0,0,0,0,0,2009-09-12,2009,9,37,7,100,10,Intermediate,0,6,33,1,2,2,7,0,0,7,0,3,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,141895283,118488473,2,1,6,2,1,4990989,9114264,0,0,2,1,2,77691911,66266156,5,1,12,4,2,867714,0,NULL,0,867714,0,NULL,0
1384,Dante's Peak,178127760,116000000,7.240753,16,en,1,0,0,0,0,0,0,1997-02-07,1997,2,6,6,108,11,Intermediate,0,23,107,2,4,14,12,0,0,13,0,8,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,147833105,39322703,6,0,14,2,2,57606551,NULL,2,0,5,0,1,178127760,NULL,1,0,1,0,1,63745594,3,32556119,0,117055387,2,NULL,0
1385,Bringing Down the House,132675402,20000000,5.762343,59,en,1,0,0,0,0,0,0,2003-03-07,2003,3,10,6,105,11,Intermediate,0,5,10,2,1,0,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75246171,365522,5,0,11,1,2,281150387,298510326,6,2,9,2,1,172639963,1028570889,6,1,11,1,2,122841141,2,NULL,0,148789125,3,238121504.5,1
1386,The Beaver,970816,21000000,5.484379,7,en,1,0,0,0,0,0,0,2011-02-11,2011,2,7,6,91,9,Intermediate,0,2,17,1,2,4,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139678036,286140700,4,1,5,1,1,117738757,206172544,10,1,21,1,2,251676236,335244709,3,3,4,3,1,37257530,1,93282604,1,127890447,1,358405635,0
1387,All the King's Men,9450897,55000000,7.991168,12,en,1,0,0,0,0,0,0,2006-09-10,2006,9,37,1,125,13,Long,0,14,23,2,2,4,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,52380345,146667113,3,2,15,2,2,90992740,118094865,4,1,9,2,2,57068127,42010611,3,1,9,3,1,33076899,0,NULL,0,41981644.3,1,24902723,0
1388,Paranormal Activity 3,205703818,5000000,10.996308,11,en,1,0,0,0,0,0,0,2011-10-19,2011,10,43,4,83,8,Short,0,6,24,1,3,2,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,157059996,86362372,4,1,4,1,1,174260905,NULL,2,0,2,0,1,205703818,NULL,1,0,1,0,1,144587769,3,85241496,1,110475828,4,91853124,2
1389,Sacco and Vanzetti,31894,0,0.240888,3,en,1,0,0,0,0,0,0,2006-04-06,2006,4,14,5,80,8,Short,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,184732506,303811744,7,1,24,2,2,189129983,227323065,7,3,11,3,2,25065947,NULL,0,0,2,0,2,31894,0,NULL,0,31894,0,NULL,0
1390,Sleepers,165615285,44000000,9.198283,21,en,1,0,0,0,0,0,0,1996-10-18,1996,10,42,6,147,15,Long,0,11,16,2,1,3,1,0,0,6,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,59660418,97314166,8,2,30,4,2,138129629,245406947,10,3,15,3,2,81238581,50548152,6,0,19,1,2,60841558,1,NULL,0,121884177.5,1,183860767,0
1391,Frequency,68106245,31000000,10.163266,20,en,1,0,0,0,0,0,0,2000-04-28,2000,4,18,6,118,12,Intermediate,0,24,88,1,2,15,12,0,0,13,0,7,3,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,57058876,98594439,6,1,20,2,2,123237297,30127963,1,0,7,1,2,39440476,NULL,0,0,4,0,2,49892641,1,NULL,0,86340493.8,0,NULL,0
1392,The Broken Circle Breakdown,5475058,0,12.507625,9,nl,0,0,0,0,0,0,0,2012-10-09,2012,10,41,3,112,11,Intermediate,0,0,11,2,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4278980,NULL,0,0,2,0,0,6712511,13162475,0,0,3,1,0,5475058,NULL,0,0,1,0,0,5475058,0,NULL,0,5475058,0,NULL,0
1393,Wreck-It Ralph,471222889,165000000,13.697597,66,en,1,0,0,0,0,0,0,2012-11-01,2012,11,44,5,108,11,Intermediate,0,18,38,5,4,4,3,0,0,7,0,1,2,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,139977732,394492411,9,1,19,2,2,104427054,4631,1,0,5,1,1,135623344,3566225,2,0,5,1,2,747503542,2,1023784195,1,609363215.5,1,1023784195,0
1394,Planes: Fire & Rescue,151165787,50000000,7.579855,37,en,1,0,0,0,0,0,0,2014-07-17,2014,7,29,5,83,8,Short,0,4,16,6,1,2,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,71534451,151165787,1,1,3,1,2,153885843,158915785,10,5,20,7,2,72980450,151165787,1,1,3,1,1,151165787,1,151165787,1,151165787,1,151165787,1
1395,Tomorrowland,209154322,190000000,22.296076,52,en,1,0,0,0,0,0,0,2015-05-19,2015,5,21,3,130,13,Long,0,7,93,5,2,26,12,0,0,9,0,11,7,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,113071565,150739935,2,2,4,3,1,151651752,339609877,14,3,20,3,2,209154322,209154322,1,1,1,1,1,511769931,3,209154322,1,202317728.3,1,209154322,1
1396,??? ???,23803308,0,7.400261,18,ko,0,0,0,0,0,0,0,2005-07-29,2005,7,31,6,115,12,Intermediate,0,1,18,2,1,2,2,0,0,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,16622254,11083449,0,0,3,1,2,23803308,NULL,0,0,1,0,1,23803308,NULL,0,0,1,0,0,10680364,0,1983204,0,27083381.7,0,43483750,0
1397,Surf's Up,149044513,85000000,11.526339,15,en,1,0,0,0,0,0,0,2007-06-08,2007,6,23,6,85,9,Short,0,9,19,8,2,1,1,0,0,4,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,409059041,881490,8,0,10,2,2,81218767,114178613,5,1,14,1,2,157690045,346864462,4,1,6,1,1,223783385,1,NULL,0,149044513,1,NULL,0
1398,Lolita,1060056,62000000,10.618141,15,en,1,0,0,0,0,0,0,1997-09-27,1997,9,39,7,137,14,Long,0,20,34,2,3,3,3,0,0,4,0,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,140199610,11822962,1,0,6,2,2,8184679,NULL,0,0,2,0,1,24987142,NULL,1,0,6,0,1,160602875,1,NULL,0,183361243.5,1,NULL,0
1399,The Fan,18626419,55000000,12.202063,10,en,1,0,0,0,0,0,0,1996-08-15,1996,8,33,5,116,12,Intermediate,0,10,21,2,2,2,3,0,0,5,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,59660418,97314166,8,2,30,4,2,68975854,206172544,5,1,13,1,2,70324146,NULL,2,0,7,0,1,157894669,3,NULL,0,37702875,0,NULL,0
